Name,R_grp_SMILES,SMILE,Comments (Stanley),Name_Aaron,Comments (Aaron),Comments (after matching),Important comments for Group Meeting,"40, 67, 97,208,225"
BTTFIC,O=C1c2c(C(/C1=C/c1cc3sc(c4cc(C5([R2])[R2])c(c6c5cc(c5c(C([R2])7[R2])c8sc(/C=C9C(c%10ccccc%10C\9=C(C#N)\C#N)=O)cc8s5)c7c6)cc4C4([R2])[R2])c4c3s1)=C(C#N)/C#N)cccc2,O=C1c2c(C(/C1=C/c1cc3sc(c4cc(C5(CCCCCCCC)CCCCCCCC)c(c6c5cc(c5c(C(CCCCCCCC)7CCCCCCCC)c8sc(/C=C9C(c%10ccccc%10C\9=C(C#N)\C#N)=O)cc8s5)c7c6)cc4C4(CCCCCCCC)CCCCCCCC)c4c3s1)=C(C#N)/C#N)cccc2,,BTTFIC,,,,
NFTI,O=C1c2c(C(/C1=C/c1c3cc([R2])sc3c(c3cc(C4([R2])[R2])c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)/C#N)=O)c6cc([R2])sc46)cc5)cc3)s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1c3cc(CCCCCCCC)sc3c(c3cc(C4(CCCCCCCC)CCCCCCCC)c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)/C#N)=O)c6cc(CCCCCCCC)sc46)cc5)cc3)s1)=C(C#N)\C#N)cccc2,,NFTI,,,,
F5IC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)sc3c3cc4c(c5sc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)sc3c3cc4c(c5sc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,F5IC,IDT-4F or IDT-IC4F?,,,
F7IC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,"same structure, different labels",F7IC,Aka ITIC-F (https://pubs.acs.org/doi/pdf/10.1021/acsaem.9b01726),,,
IHIC2,[R14]C1=CC=C(C(C2=C3C=CC4=C(C(C5=CC=C(C=C5)[R14])(C6=C7SC(/C=C8/C(C9=C(C8=O)C=C(F)C(F)=C9)=C(C#N)\C#N)=C6)C%10=CC=C(C=C%10)[R14])C7=CC=C42)(C%11=C3SC(/C=C(C%12=O)/C(C%13=C%12C=C(F)C(F)=C%13)=C(C#N)\C#N)=C%11)C%14=CC=C(C=C%14)[R14])C=C1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c(C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3ccc4c(c5sc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)cc5C5(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)c5ccc4c32)c1,,IHIC2,,,,
INIC3,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc5cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,INIC3,,,,
ITCC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6sccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8sccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6sccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8sccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,ITCC,,,,
SM1,O=C(c1cccc2c(c3sc(c4ccc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)cc4)cc3)ccc3c12)N(C3=O)CCCCCCCC,O=C(c1cccc2c(c3sc(c4ccc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)cc4)cc3)ccc3c12)N(C3=O)CCCCCCCC,,SM1,,,,
SM2,O=C(c1cccc2c(c3sc(c4c(F)cc(c5sc(c6ccc7c8c(C(N(CCCCCCCCCCCC)C7=O)=O)cccc68)cc5)cc4)cc3)ccc3c12)N(C3=O)CCCCCCCCCCCC,O=C(c1cccc2c(c3sc(c4c(F)cc(c5sc(c6ccc7c8c(C(N(CCCCCCCCCCCC)C7=O)=O)cccc68)cc5)cc4)cc3)ccc3c12)N(C3=O)CCCCCCCCCCCC,,SM2,,,,
SM3,O=C(c1cccc2c(c3sc(c4c(F)cc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)c(O[R2])c4)cc3)ccc3c12)N(C3=O)CCCCCCCC,O=C(c1cccc2c(c3sc(c4c(F)cc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)c(OCCCCCCCC)c4)cc3)ccc3c12)N(C3=O)CCCCCCCC,,SM3,,,,
SM4,O=C(c1cccc2c(c3sc(c4c(O[R2])cc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)c(O[R2])c4)cc3)ccc3c12)N(C3=O)CCCCCCCC,O=C(c1cccc2c(c3sc(c4c(OCCCCCCCC)cc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)c(OCCCCCCCC)c4)cc3)ccc3c12)N(C3=O)CCCCCCCC,,SM4,,,,
SFBRCN,O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\c1c2nsnc2c(c2cc3c(c4c(C53c3c(c6cc(O[R2])ccc65)cc(O[R2])cc3)cc(c3ccc(/C=C5S/C(N(C\5=O)CC)=C(C#N)/C#N)c5c3nsn5)cc4)cc2)cc1,O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\c1c2nsnc2c(c2cc3c(c4c(C53c3c(c6cc(OCCCCCCCC)ccc65)cc(OCCCCCCCC)cc3)cc(c3ccc(/C=C5S/C(N(C\5=O)CC)=C(C#N)/C#N)c5c3nsn5)cc4)cc2)cc1,,SFBRCN,,,,
m-ITIC,[R14]c1cccc(C2(c3cc([R14])ccc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5cc([R14])ccc5)4c4cccc([R14])c4)cc32)c1,CCCCCCc1cccc(C2(c3cc(CCCCCC)ccc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5cc(CCCCCC)ccc5)4c4cccc(CCCCCC)c4)cc32)c1,correct,m-ITIC,Duplicate on PDF,,,
NITI,O=C1c2c(C(/C1=C/c1c3cc([R2])sc3c(c3ccc4c(C([R4])([R4])C5=C4C([R4])([R4])c4c5ccc(c5c6sc([R2])cc6c(/C=C6/C(c7c(C6=O)cc(F)c(F)c7)=C(C#N)/C#N)s5)c4)c3)s1)=C(C#N)\C#N)cc(F)c(F)c2,O=C1c2c(C(/C1=C/c1c3cc(CCCCCCCC)sc3c(c3ccc4c(C(CC(CC)CCCC)(CC(CC)CCCC)C5=C4C(CC(CC)CCCC)(CC(CC)CCCC)c4c5ccc(c5c6sc(CCCCCCCC)cc6c(/C=C6/C(c7c(C6=O)cc(F)c(F)c7)=C(C#N)/C#N)s5)c4)c3)s1)=C(C#N)\C#N)cc(F)c(F)c2,,NITI,,,,
ITIC1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc([R14])cc6)c6ccc([R14])cc6)cc(/C=C6C(c8ccccc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)cc(/C=C6C(c8ccccc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1,"same structure, different labels",ITIC1,Similar to BT-IC,,,
DTPC-IC,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1sc(c(cc(c2c34)n5[R1])c4c(C(c4ccc([R14])cc4)4c6ccc([R14])cc6)ccc3c3c6c2c5cc2c6c(C(c5ccc([R14])cc5)(c5ccc([R14])cc5)c5c2sc(/C=C2/C(c6c(C2=O)cccc6)=C(C#N)/C#N)c5)cc3)c4c1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1sc(c(cc(c2c34)n5CC(CCCCCC)CCCCCCCC)c4c(C(c4ccc(CCCCCC)cc4)4c6ccc(CCCCCC)cc6)ccc3c3c6c2c5cc2c6c(C(c5ccc(CCCCCC)cc5)(c5ccc(CCCCCC)cc5)c5c2sc(/C=C2/C(c6c(C2=O)cccc6)=C(C#N)/C#N)c5)cc3)c4c1,,DTPC-IC,,,,
BDCPDT-FIC,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc([R14])cc6)c6ccc([R14])cc6)cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1,,BDCPDT-FIC,Similar to NFBDT-F,,,
FDICTF,O=C1c2c(C(/C1=C/c1cc3c(c4cc(C5([R2])[R2])c(c6c5cc(c5sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc5C5([R2])[R2])c5c6)cc4C3([R2])[R2])s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1cc3c(c4cc(C5(CCCCCCCC)CCCCCCCC)c(c6c5cc(c5sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc5C5(CCCCCCCC)CCCCCCCC)c5c6)cc4C3(CCCCCCCC)CCCCCCCC)s1)=C(C#N)\C#N)cccc2,,FDICTF,"Triplicate here, duplicate on PDF",names are equivalent in literature,,
MPU1,O=C1N(C(S/C1=C\C2=CC=C(S2)C3=C4C(N(C(C5=CC=C(S5)/C=C6C(N(C(S/6)=S)CC)=O)=C4C(N3[R4])=O)[R4])=O)=S)CC,O=C(N(CC)C(S/1)=S)C1=C\c1ccc(C2C(C(N(CC(CC)CCCC)C3c4ccc(/C=C5C(N(CC)C(S/5)=S)=O)s4)=O)C3C(N2CC(CC)CCCC)=O)s1,,MPU1,,,,
IDT-B6,[R14]c1cc(C=O)c([R14])cc1c1sc(c2cc3c(c4sc(c5c([R14])cc(C=O)c([R14])c5)cc4C(c4ccc([R14])cc4)3c3ccc([R14])cc3)cc2C2(c3ccc([R14])cc3)c3ccc([R14])cc3)c2c1,CCCCCCc1cc(C=O)c(CCCCCC)cc1c1sc(c2cc3c(c4sc(c5c(CCCCCC)cc(C=O)c(CCCCCC)c5)cc4C(c4ccc(CCCCCC)cc4)3c3ccc(CCCCCC)cc3)cc2C2(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2c1,,IDT-B6,,,,
IDT-BO6,[R14]c1cc(C=O)c([R14])cc1c1sc(c2cc3c(c4sc(c5c([R14])cc(C=O)c([R14])c5)cc4C(c4ccc([R14])cc4)3c3ccc([R14])cc3)cc2C2(c3ccc([R14])cc3)c3ccc([R14])cc3)c2c1,CCCCCCc1cc(C=O)c(CCCCCC)cc1c1sc(c2cc3c(c4sc(c5c(CCCCCC)cc(C=O)c(CCCCCC)c5)cc4C(c4ccc(CCCCCC)cc4)3c3ccc(CCCCCC)cc3)cc2C2(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2c1,wrong structure,IDT-BO6,Error in the PDF - should have an oxygen before the R14 groups on the main chain,Same name has different structures,IDT-BO6 is a different structure in literature. The R grps on the side have an O ,
ITIC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,ITIC,,,,
ITVfIC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc([R14])cc2)(c2ccc([R14])cc2)c2c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc3sc24)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc3sc24)cc1,"same structure, different labels",ITIC3,,names are equivalent in literature,,
FOIC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc4sc3c3sc4c5c(sc4c32)c2sc3cc(C=C4C(=O)c6cc(F)ccc6C4=C(C#N)C#N)sc3c2C5(c2ccc([R14])cc2)c2ccc([R14])cc2)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc4sc3c3sc4c5c(sc4c32)c2sc3cc(C=C4C(=O)c6cc(F)ccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,,6TIC-2F,6TIF-2F? Not on PDF,FOIC is correct,,
N5,[R2]N1C(c2c3c(C1=O)c(c4sc(/C=C(C(OCCOC)=O)\C#N)cc4)cc(C(N(C5=O)[R2])=O)c3c5c(c6sc(/C=C(C#N)/C(OCCOC)=O)cc6)c2)=O,,bond flipped?,N5,,,,
IT-O1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccc(OC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccc(OC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,"same structure, different labels",IT-O1,,,,
IT-O2,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccc(OCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccc(OCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,IT-O2,,,,
IT-O3,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccc(OCCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccc(OCCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,IT-O3,,,,
IT-O4,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccc(OCCCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCCCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccc(OCCCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCCCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,IT-O4,,,,
NFDTS,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c5c(c6c([Si]5([R2])[R2])cc(/C=C5C(c7cc(F)c(F)cc7C\5=C(C#N)\C#N)=O)s6)sc4c3[Si]2([R2])[R2])s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c5c(c6c([Si]5(CCCCCCCC)CCCCCCCC)cc(/C=C5C(c7cc(F)c(F)cc7C\5=C(C#N)\C#N)=O)s6)sc4c3[Si]2(CCCCCCCC)CCCCCCCC)s1,bond flip,NFDTS,,,,
NFDTSB,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c(O[R4])c5c6c(c7c([Si]6([R2])[R2])cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5c(O[R4])c4c3[Si]2([R2])[R2])s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c(OSCC(CCCCCC)CCCC)c5c6c(c7c([Si]6(CCCCCCCC)CCCCCCCC)cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5c(OSCC(CCCCCC)CCCC)c4c3[Si]2(CCCCCCCC)CCCCCCCC)s1,,NFDTSB,,,,
DTNSF,[R4]C1([R4])c2cc(c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)sc2c2c1ccc1c2ccc2c1c1sc(c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)cc1C2([R4])[R4],CCCCC(CC)CC1(CC(CC)CCCC)c2cc(c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)sc2c2c1ccc1c2ccc2c1c1sc(c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)cc1C2(CC(CC)CCCC)CC(CC)CCCC,,DTNSF,Disjointed structure. Fluorines make markush bonds,,,
DTNIC8,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3c4ccc5c(c6c(C5([R4])[R4])cc(/C=C5C(c7ccccc7C\5=C(C#N)\C#N)=O)s6)c4ccc3C2([R4])[R4])s1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3c4ccc5c(c6c(C5(CC(CC)CCCC)CC(CC)CCCC)cc(/C=C5C(c7ccccc7C\5=C(C#N)\C#N)=O)s6)c4ccc3C2(CC(CC)CCCC)CC(CC)CCCC)s1,,DTNIC8,Flourine pictured below,,,
DTNIF,[R4]C1([R4])c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2c1ccc1c2ccc2c1c1sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc1C2([R4])[R4],CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2c1ccc1c2ccc2c1c1sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,,DTNIF,Disjointed structure. Similar to IHIC2,,,
Si4TIC-F,[R14][Si]1([R14])c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2sc3c4c(sc3c21)c1sc(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)cc1[Si]4([R14])[R14],CCCCCC[Si]1(CCCCCC)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2sc3c4c(sc3c21)c1sc(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)cc1[Si]4(CCCCCC)CCCCCC,,Si4TIC-F,Flourine should have markush bonds (can attach to either far carbon),,,
IDT-FBTB,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7cc(F)c(/C=C8S/C(N(CCCCCCCC)C\8=O)=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2cc(F)c(/C=C4S/C(N(CCCCCCCC)C\4=O)=C(C#N)/C#N)c4c2nsn4)c3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7cc(F)c(/C=C8S/C(N(CCCCCCCC)C\8=O)=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2cc(F)c(/C=C4S/C(N(CCCCCCCC)C\4=O)=C(C#N)/C#N)c4c2nsn4)c3)cc1,,IDT-FBTB,,,,
BT-SFIC,[R4]Oc1c2sc3c(c2c(O[R4])c2sc4c(c12)C(c1ccc([R14])cc1)(c1ccc([R14])cc1)c1cc(C=C2C(=O)c5cc(F)ccc5C2=C(C#N)C#N)sc14)C(c1ccc([R14])cc1)(c1ccc([R14])cc1)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc13,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)c2sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,error,BT-SFIC,Fluorine has markush bond (can be on either far carbon),names are equivalent in literature,,
BT-FIC,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c(O[R4])c5c6c(c7c(C6(c6ccc([R14])cc6)c6ccc([R14])cc6)cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5c(O[R4])c4c3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c(OCC(CC)CCCC)c5c6c(c7c(C6(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5c(OCC(CC)CCCC)c4c3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1,,BT-FIC,,names are equivalent in literature,,
,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7ccc(/C=C8S/C(N(CC)C\8=O)=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2ccc(/C=C4S/C(N(CC)C\4=O)=C(C#N)/C#N)c4c2nsn4)c3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7ccc(/C=C8S/C(N(CC)C\8=O)=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2ccc(/C=C4S/C(N(CC)C\4=O)=C(C#N)/C#N)c4c2nsn4)c3)cc1,,BT3,,ITBTR-C2 was wrong,,
Qx1,[R14]C1=CC=C(C2(C3=C(SC(C4=CC=C(/C=C5SC(N([R36])C/5=O)=S)C6=NC(C7=CC=CC=C7)=C(N=C46)C8=CC=CC=C8)=C3)C9=C2C=C(C%10=C(C%11(C%12=CC=C([R14])C=C%12)C%13=CC=C([R14])C=C%13)C=C(C%14=CC=C(C%15=NC(C%16=CC=CC=C%16)=C(N=C%14%15)C%17=CC=CC=C%17)/C=C%18SC(N([R36])C/%18=O)=S)S%10)C%11=C9)C%19=CC=C([R14])C=C%19)C=C1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7ccc(C=O)c8nc(c9ccccc9)c(c9ccccc9)nc78)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2ccc(C=O)c4nc(c5ccccc5)c(c5ccccc5)nc24)c3)cc1,,Qx1,,,,
